,,,,,,,,,,
,,,,,,,,,,
category ID,cat_code,category1_ru,category2_ru,category3_ru,category4_ru,category5_ru,category6_ru,comm FBO %,comm FBS %,comm DBS%
13794,Спорт и отдыхФитнес и йогаЙога и пилатесДоски садху,Спорт и отдых,Фитнес и йога,Йога и пилатес,Доски садху,,,22%,22%,22%
13795,"Товары для домаТовары для кухниАксессуары для выпечкиМешки, шприцы и насадки",Товары для дома,Товары для кухни,Аксессуары для выпечки,"Мешки, шприцы и насадки",,,25%,25%,25%
13796,Строительство и ремонтРасходные материалы и оснасткаОснасткаНожи и лезвияРезец для плиткореза,Строительство и ремонт,Расходные материалы и оснастка,Оснастка,Ножи и лезвия,Резец для плиткореза,,25%,25%,25%
13798,Товары для домаТовары для кухниСтоловая посудаСахарницы и молочники,Товары для дома,Товары для кухни,Столовая посуда,Сахарницы и молочники,,,20%,20%,20%
13799,Товары для домаТекстильПолотенца,Товары для дома,Текстиль,Полотенца,,,,22%,22%,22%
13800,Бытовая техникаТехника для домаСтерилизаторы,Бытовая техника,Техника для дома,Стерилизаторы,,,,10%,10%,10%
13801,Строительство и ремонтИнструментыРежущие и пильные инструментыСтеклорезы,Строительство и ремонт,Инструменты,Режущие и пильные инструменты,Стеклорезы,,,25%,25%,25%
13802,ЭлектроникаКомпьютерная техникаКомплектующие для компьютерной техникиЗвуковые карты,Электроника,Компьютерная техника,Комплектующие для компьютерной техники,Звуковые карты,,,10%,10%,10%
13803,ОдеждаМужская одеждаХуди и свитшотыТолстовки,Одежда,Мужская одежда,Худи и свитшоты,Толстовки,,,25%,25%,25%
13804,АвтотоварыАксессуары и принадлежностиТюнинг и внешний декорФаркопы,Автотовары,Аксессуары и принадлежности,Тюнинг и внешний декор,Фаркопы,,,25%,25%,25%
13805,"АксессуарыМужские аксессуарыГалстуки, бабочки, карманные платкиКарманные платки",Аксессуары,Мужские аксессуары,"Галстуки, бабочки, карманные платки",Карманные платки,,,30%,30%,30%
13806,КнигиНехудожественная литератураНаучная литератураГуманитарные науки,Книги,Нехудожественная литература,Научная литература,Гуманитарные науки,,,20%,20%,20%
13808,Красота и уходУход за лицомОчищение и умываниеГель для умывания,Красота и уход,Уход за лицом,Очищение и умывание,Гель для умывания,,,20%,20%,20%
13809,КнигиНехудожественная литератураКомпьютерные технологииРазработка и алгоритмы,Книги,Нехудожественная литература,Компьютерные технологии,Разработка и алгоритмы,,,20%,20%,20%
13810,Строительство и ремонтИнструментыСлесарные инструментыШарнирно-губцевый инструментПассатижи и плоскогубцы,Строительство и ремонт,Инструменты,Слесарные инструменты,Шарнирно-губцевый инструмент,Пассатижи и плоскогубцы,,25%,25%,25%
13811,Строительство и ремонтСтроительное оборудованиеКомпрессорная станция,Строительство и ремонт,Строительное оборудование,Компрессорная станция,,,,10%,10%,10%
13812,Красота и уходУход за теломЗагар и защита от солнцаСолнцезащитные средства,Красота и уход,Уход за телом,Загар и защита от солнца,Солнцезащитные средства,,,20%,20%,20%
13813,Строительство и ремонтКрепеж и фурнитураВинты и болты,Строительство и ремонт,Крепеж и фурнитура,Винты и болты,,,,20%,20%,20%
13814,ЭлектроникаКомпьютерная техникаКомпьютерная периферияУсилители беспроводного сигнала,Электроника,Компьютерная техника,Компьютерная периферия,Усилители беспроводного сигнала,,,15%,15%,15%
13815,Спорт и отдыхЭлектротранспортГироскутеры и гироролики,Спорт и отдых,Электротранспорт,Гироскутеры и гироролики,,,,10%,10%,10%
13816,Красота и уходУход за лицомПатчи,Красота и уход,Уход за лицом,Патчи,,,,20%,20%,20%
13818,"АксессуарыЖенские аксессуарыКошельки, ключницы и визитницыЗажимы для купюр",Аксессуары,Женские аксессуары,"Кошельки, ключницы и визитницы",Зажимы для купюр,,,30%,30%,30%
13819,"Дача, сад и огородСадовая мебельСадовые скамейки и диваны","Дача, сад и огород",Садовая мебель,Садовые скамейки и диваны,,,,25%,25%,25%
13820,"Спорт и отдыхОтдых на природе, рыбалка и охотаТуризм и отдых на природеМеталлоискатели и аксессуары",Спорт и отдых,"Отдых на природе, рыбалка и охота",Туризм и отдых на природе,Металлоискатели и аксессуары,,,15%,15%,15%
13821,ОбувьМужская обувьДомашние тапочки,Обувь,Мужская обувь,Домашние тапочки,,,,20%,20%,20%
13822,АксессуарыЖенские аксессуарыБижутерные украшенияУкрашения для тела,Аксессуары,Женские аксессуары,Бижутерные украшения,Украшения для тела,,,25%,25%,25%
13823,"ОдеждаОдежда для мальчиковДжемперы, свитеры и кардиганыВодолазки",Одежда,Одежда для мальчиков,"Джемперы, свитеры и кардиганы",Водолазки,,,25%,25%,25%
13824,Красота и уходУход за волосамиОкрашивание и химическая завивкаКраски,Красота и уход,Уход за волосами,Окрашивание и химическая завивка,Краски,,,20%,20%,20%
13825,КанцтоварыПисьменные принадлежностиРучки,Канцтовары,Письменные принадлежности,Ручки,,,,20%,20%,20%
13826,ЗоотоварыДля собакМатрасы и лежаки,Зоотовары,Для собак,Матрасы и лежаки,,,,20%,20%,20%
13827,АксессуарыАксессуары для девочекСумки и рюкзакиРюкзаки и ранцы,Аксессуары,Аксессуары для девочек,Сумки и рюкзаки,Рюкзаки и ранцы,,,25%,25%,25%
13828,ЭлектроникаНавигаторыАвтомобильные навигаторы,Электроника,Навигаторы,Автомобильные навигаторы,,,,15%,15%,15%
13829,АвтотоварыЭлектроника для автоПодавители сигнала GPS,Автотовары,Электроника для авто,Подавители сигнала GPS,,,,20%,20%,20%
13830,ЭлектроникаКомпьютерная техникаАксессуары для компьютеровТрекболы,Электроника,Компьютерная техника,Аксессуары для компьютеров,Трекболы,,,20%,20%,20%
13831,ОдеждаОдежда для девочекНоски и колготкиГольфы и гетры,Одежда,Одежда для девочек,Носки и колготки,Гольфы и гетры,,,25%,25%,25%
13834,Спорт и отдыхВиды спортаБаскетболБаскетбольные аксессуары,Спорт и отдых,Виды спорта,Баскетбол,Баскетбольные аксессуары,,,25%,25%,25%
13835,Товары для домаДекор и интерьерИскусственные цветы,Товары для дома,Декор и интерьер,Искусственные цветы,,,,27%,27%,27%
13836,ЭлектроникаУмные часы и фитнес браслетыУмные гаджеты,Электроника,Умные часы и фитнес браслеты,Умные гаджеты,,,,25%,25%,25%
13838,Строительство и ремонтРасходные материалы и оснасткаАбразивные материалы,Строительство и ремонт,Расходные материалы и оснастка,Абразивные материалы,,,,25%,25%,25%
13839,ОдеждаМужская одеждаШортыПовседневные шорты,Одежда,Мужская одежда,Шорты,Повседневные шорты,,,25%,25%,25%
13840,Товары для домаТовары для кухниПриготовление алкоголяШланги для чиллеров,Товары для дома,Товары для кухни,Приготовление алкоголя,Шланги для чиллеров,,,22%,22%,22%
13841,АксессуарыМужские аксессуарыЗонты,Аксессуары,Мужские аксессуары,Зонты,,,,30%,30%,30%
13842,"Спорт и отдыхФитнес и йогаЙога и пилатесПодушки, покрывала, полотенца для йоги и пилатеса",Спорт и отдых,Фитнес и йога,Йога и пилатес,"Подушки, покрывала, полотенца для йоги и пилатеса",,,22%,22%,22%
13843,Бытовая техникаТехника для домаШвейные машины и аксессуарыМешкозашивочные машины,Бытовая техника,Техника для дома,Швейные машины и аксессуары,Мешкозашивочные машины,,,10%,10%,10%
13844,ЭлектроникаТовары для геймеровИгровые приставкиАксессуары и запчасти для игровых приставокАккумуляторы и зарядки,Электроника,Товары для геймеров,Игровые приставки,Аксессуары и запчасти для игровых приставок,Аккумуляторы и зарядки,,15%,15%,15%
13846,ЗоотоварыВетаптекаВитамины и добавки для животныхВитамины,Зоотовары,Ветаптека,Витамины и добавки для животных,Витамины,,,12%,12%,12%
13847,Товары для домаТовары для кухниКухонные инструментыВоронки,Товары для дома,Товары для кухни,Кухонные инструменты,Воронки,,,25%,25%,25%
13848,КнигиНехудожественная литератураКомпьютерные технологииЯзыки программирования,Книги,Нехудожественная литература,Компьютерные технологии,Языки программирования,,,20%,20%,20%
13850,АвтотоварыАккумуляторы и аксессуарыПринадлежности для АКБ,Автотовары,Аккумуляторы и аксессуары,Принадлежности для АКБ,,,,20%,20%,20%
13851,ОбувьЖенская обувьСапоги и уггиУгги,Обувь,Женская обувь,Сапоги и угги,Угги,,,20%,20%,20%
13852,"ЭлектроникаСмартфоны и телефоныАксессуары для смартфоновBluetooth-метки, брелки и умные визитки",Электроника,Смартфоны и телефоны,Аксессуары для смартфонов,"Bluetooth-метки, брелки и умные визитки",,,30%,30%,30%
13853,ЭлектроникаНаушники и аудиотехникаНаушникиУсилители для наушников,Электроника,Наушники и аудиотехника,Наушники,Усилители для наушников,,,30%,30%,30%
13854,ОбувьМужская обувьСапоги и уггиУнты,Обувь,Мужская обувь,Сапоги и угги,Унты,,,20%,20%,20%
13855,Бытовая техникаТехника для красотыНапольные весы,Бытовая техника,Техника для красоты,Напольные весы,,,,20%,20%,20%
13856,Хобби и творчествоПрочие хоббиАппликации,Хобби и творчество,Прочие хобби,Аппликации,,,,22%,22%,22%
13857,ОбувьМужская обувьСапоги и уггиУгги,Обувь,Мужская обувь,Сапоги и угги,Угги,,,20%,20%,20%
13858,КанцтоварыДемонстрационные доскиМаркерные доски,Канцтовары,Демонстрационные доски,Маркерные доски,,,,20%,20%,20%
13859,Строительство и ремонтЭлектрикаОбогреватели,Строительство и ремонт,Электрика,Обогреватели,,,,15%,15%,15%
13860,АксессуарыМужские аксессуарыБижутерные украшенияКомплекты украшений,Аксессуары,Мужские аксессуары,Бижутерные украшения,Комплекты украшений,,,25%,25%,25%
13861,Красота и уходУход за лицомУвлажнение и питаниеЭмульсии,Красота и уход,Уход за лицом,Увлажнение и питание,Эмульсии,,,20%,20%,20%
13862,Строительство и ремонтОсвещениеЛампочки,Строительство и ремонт,Освещение,Лампочки,,,,12%,12%,12%
13863,ЗоотоварыДля птицКлетки и лестницыЧехлы и колеса для клеток,Зоотовары,Для птиц,Клетки и лестницы,Чехлы и колеса для клеток,,,25%,25%,25%
13864,АвтотоварыАккумуляторы и аксессуарыЗарядные устройства для аккумуляторов,Автотовары,Аккумуляторы и аксессуары,Зарядные устройства для аккумуляторов,,,,20%,20%,20%
13865,АвтотоварыУход за автомобилемЗащита кузова авто,Автотовары,Уход за автомобилем,Защита кузова авто,,,,25%,25%,25%
13866,ОдеждаЖенская одеждаНижнее бельёОткровенное бельё и костюмыМаски для ролевых игр,Одежда,Женская одежда,Нижнее бельё,Откровенное бельё и костюмы,Маски для ролевых игр,,25%,25%,25%
13867,АвтотоварыАксессуары и принадлежностиТюнинг и внешний декорУпоры капота и багажника,Автотовары,Аксессуары и принадлежности,Тюнинг и внешний декор,Упоры капота и багажника,,,25%,25%,25%
13868,Бытовая техникаТехника для кухниТехника для жарки и варкиПрочая техника для жарки и варкиЙогуртницы,Бытовая техника,Техника для кухни,Техника для жарки и варки,Прочая техника для жарки и варки,Йогуртницы,,17%,17%,17%
13869,ОбувьОбувь для девочекСапоги и уггиСапоги,Обувь,Обувь для девочек,Сапоги и угги,Сапоги,,,20%,20%,20%
13870,АксессуарыМужские аксессуарыБижутерные украшенияСерьги,Аксессуары,Мужские аксессуары,Бижутерные украшения,Серьги,,,25%,25%,25%
13871,ЭлектроникаОфисная техникаКомплектующие для офисной техникиПластик для 3D принтера,Электроника,Офисная техника,Комплектующие для офисной техники,Пластик для 3D принтера,,,30%,30%,30%
13872,ЗоотоварыДля кошекПереноски и аксессуары для перевозки,Зоотовары,Для кошек,Переноски и аксессуары для перевозки,,,,20%,20%,20%
13873,Товары для домаТовары для кухниАксессуары для напитковДозаторы для напитков,Товары для дома,Товары для кухни,Аксессуары для напитков,Дозаторы для напитков,,,25%,25%,25%
13874,КнигиЛитература на иностранных языкахИспанский язык,Книги,Литература на иностранных языках,Испанский язык,,,,20%,20%,20%
13877,КанцтоварыБумажная продукцияТелефонные книги,Канцтовары,Бумажная продукция,Телефонные книги,,,,25%,25%,25%
13878,ЗоотоварыГигиенаСредства по уходу за животнымиСредства для ухода,Зоотовары,Гигиена,Средства по уходу за животными,Средства для ухода,,,30%,30%,30%
13879,ЭлектроникаКомпьютерная техникаКомпьютерная периферияРоутеры,Электроника,Компьютерная техника,Компьютерная периферия,Роутеры,,,15%,15%,15%
13880,Бытовая техникаТехника для красотыАппаратная косметологияМассажеры для лица и тела,Бытовая техника,Техника для красоты,Аппаратная косметология,Массажеры для лица и тела,,,20%,20%,20%
13881,Бытовая техникаТехника для кухниТехника для жарки и варкиПрочая техника для жарки и варкиСуповарка,Бытовая техника,Техника для кухни,Техника для жарки и варки,Прочая техника для жарки и варки,Суповарка,,17%,17%,17%
13882,АксессуарыЖенские аксессуарыЮвелирные украшенияЧасы,Аксессуары,Женские аксессуары,Ювелирные украшения,Часы,,,25%,25%,25%
13883,Красота и уходМаникюр и педикюрСредства для снятия лака,Красота и уход,Маникюр и педикюр,Средства для снятия лака,,,,25%,25%,25%
13884,Строительство и ремонтЛакокрасочные материалыМалярные и отделочные инструментыПравила для отделочных работ,Строительство и ремонт,Лакокрасочные материалы,Малярные и отделочные инструменты,Правила для отделочных работ,,,25%,25%,25%
13885,Товары для домаТовары для праздниковФейерверки и салютыЦветной дым,Товары для дома,Товары для праздников,Фейерверки и салюты,Цветной дым,,,30%,30%,30%
13886,Товары для домаТовары для кухниАксессуары для напитковЩипцы для льда,Товары для дома,Товары для кухни,Аксессуары для напитков,Щипцы для льда,,,25%,25%,25%
13887,Товары для домаТовары для кухниПорядок на кухнеПодставки для столовых приборов,Товары для дома,Товары для кухни,Порядок на кухне,Подставки для столовых приборов,,,25%,25%,25%
13888,ОбувьЖенская обувьБотинкиМартинсы,Обувь,Женская обувь,Ботинки,Мартинсы,,,20%,20%,20%
13889,"Дача, сад и огородСадовый инструментАксессуары и расходные материалыЯщики","Дача, сад и огород",Садовый инструмент,Аксессуары и расходные материалы,Ящики,,,25%,25%,25%
13890,ОбувьЖенская обувьСабо,Обувь,Женская обувь,Сабо,,,,20%,20%,20%
13891,Красота и уходУход за волосамиАксессуары для ухода за волосамиБигуди,Красота и уход,Уход за волосами,Аксессуары для ухода за волосами,Бигуди,,,25%,25%,25%
13892,Красота и уходУход за волосамиСредства для укладкиМуссы и пенки,Красота и уход,Уход за волосами,Средства для укладки,Муссы и пенки,,,20%,20%,20%
13893,"ЭлектроникаНоутбуки, планшеты и электронные книгиПланшеты и электронные книгиАксессуары для планшетов и электронных книгЗащитные пленки и стекла",Электроника,"Ноутбуки, планшеты и электронные книги",Планшеты и электронные книги,Аксессуары для планшетов и электронных книг,Защитные пленки и стекла,,30%,30%,30%
13894,ОбувьЖенская обувьКеды,Обувь,Женская обувь,Кеды,,,,20%,20%,20%
13895,"Хобби и творчествоПазлы, мозаика и фрескаНаборы для рисования песком",Хобби и творчество,"Пазлы, мозаика и фреска",Наборы для рисования песком,,,,22%,22%,22%
13896,Бытовая техникаКрупная бытовая техникаАксессуары для крупной бытовой техникиЧехлы,Бытовая техника,Крупная бытовая техника,Аксессуары для крупной бытовой техники,Чехлы,,,30%,30%,30%
13897,АвтотоварыАвтозвукСабвуферы для авто,Автотовары,Автозвук,Сабвуферы для авто,,,,10%,10%,10%
13898,АксессуарыЖенские аксессуарыСумки и рюкзакиРюкзаки,Аксессуары,Женские аксессуары,Сумки и рюкзаки,Рюкзаки,,,25%,25%,25%
13899,Строительство и ремонтСредства индивидуальной защитыМаски защитные,Строительство и ремонт,Средства индивидуальной защиты,Маски защитные,,,,25%,25%,25%
13900,КанцтоварыДемонстрационные доскиУказки,Канцтовары,Демонстрационные доски,Указки,,,,20%,20%,20%
13901,Товары для домаТовары для кухниХранение продуктовЕмкости для специй и мельницы,Товары для дома,Товары для кухни,Хранение продуктов,Емкости для специй и мельницы,,,25%,25%,25%
13902,ЭлектроникаНаушники и аудиотехникаПериферия и аксессуарыAV-ресиверы,Электроника,Наушники и аудиотехника,Периферия и аксессуары,AV-ресиверы,,,20%,20%,20%
13903,Спорт и отдыхВиды спортаТяжелая атлетикаЭкипировка для тяжелой атлетики,Спорт и отдых,Виды спорта,Тяжелая атлетика,Экипировка для тяжелой атлетики,,,25%,25%,25%
13904,ОдеждаОдежда для мальчиковДомашняя одеждаПижамы,Одежда,Одежда для мальчиков,Домашняя одежда,Пижамы,,,25%,25%,25%
13905,ОдеждаОдежда для девочекНижнее бельё и термобельёКомплекты нижнего белья,Одежда,Одежда для девочек,Нижнее бельё и термобельё,Комплекты нижнего белья,,,25%,25%,25%
13906,АксессуарыАксессуары для девочекБижутерные украшенияКольца,Аксессуары,Аксессуары для девочек,Бижутерные украшения,Кольца,,,30%,30%,30%
13907,"КнигиУчебная литератураАбитуриентам, студентам и аспирантам",Книги,Учебная литература,"Абитуриентам, студентам и аспирантам",,,,20%,20%,20%
13908,ЭлектроникаФото и видеотехникаОборудование для фотографовФотостолы,Электроника,Фото и видеотехника,Оборудование для фотографов,Фотостолы,,,22%,22%,22%
13909,Спорт и отдыхФитнес и йогаЙога и пилатесГамаки,Спорт и отдых,Фитнес и йога,Йога и пилатес,Гамаки,,,22%,22%,22%
13910,"АвтотоварыТовары для мототехники, мотоэкипировкаМото-аксессуары",Автотовары,"Товары для мототехники, мотоэкипировка",Мото-аксессуары,,,,25%,25%,25%
13912,ЭлектроникаКомпьютерная техникаКомпьютерыМониторы,Электроника,Компьютерная техника,Компьютеры,Мониторы,,,5%,5%,5%
13913,АвтотоварыШины и дискиФлипперы и эмблемы,Автотовары,Шины и диски,Флипперы и эмблемы,,,,30%,30%,30%
13914,ОдеждаМужская одеждаВерхняя одеждаШубы и дубленки,Одежда,Мужская одежда,Верхняя одежда,Шубы и дубленки,,,25%,25%,25%
13915,КнигиУчебная литература1 класс,Книги,Учебная литература,1 класс,,,,20%,20%,20%
13916,Бытовая техникаКрупная бытовая техникаКулеры для воды и аксессуарыКулеры для воды,Бытовая техника,Крупная бытовая техника,Кулеры для воды и аксессуары,Кулеры для воды,,,20%,20%,20%
13917,КанцтоварыПапки и файлыПружины для переплета,Канцтовары,Папки и файлы,Пружины для переплета,,,,20%,20%,20%
13918,Хобби и творчествоРисованиеСкетчбуки,Хобби и творчество,Рисование,Скетчбуки,,,,22%,22%,22%
13919,ЭлектроникаФото и видеотехникаАксессуары для фото и видеокамерАквабоксы,Электроника,Фото и видеотехника,Аксессуары для фото и видеокамер,Аквабоксы,,,22%,22%,22%
13920,"КанцтоварыБумажная продукцияБланки, визитки и сертификатыБланк для грамоты",Канцтовары,Бумажная продукция,"Бланки, визитки и сертификаты",Бланк для грамоты,,,25%,25%,25%
13921,ЭлектроникаАксессуары для электроникиБоксы для проводов,Электроника,Аксессуары для электроники,Боксы для проводов,,,,30%,30%,30%
13922,АвтотоварыЭлектроника для автоНагревательные элементы,Автотовары,Электроника для авто,Нагревательные элементы,,,,25%,25%,25%
13923,АвтотоварыАксессуары и принадлежностиПеревозка багажаБагажники для лыж и сноубордов,Автотовары,Аксессуары и принадлежности,Перевозка багажа,Багажники для лыж и сноубордов,,,20%,20%,20%
13925,ЭлектроникаФото и видеотехникаФото и видеокамерыБеззеркальные фотоаппараты,Электроника,Фото и видеотехника,Фото и видеокамеры,Беззеркальные фотоаппараты,,,5%,5%,5%
13926,Бытовая техникаТехника для домаШвейные машины и аксессуарыАксессуары для швейных машинИглы,Бытовая техника,Техника для дома,Швейные машины и аксессуары,Аксессуары для швейных машин,Иглы,,30%,30%,30%
13927,Строительство и ремонтИнструментыКлючи и отверткиГаечные ключи,Строительство и ремонт,Инструменты,Ключи и отвертки,Гаечные ключи,,,25%,25%,25%
13928,АксессуарыЖенские аксессуарыПерчатки и варежкиРукава,Аксессуары,Женские аксессуары,Перчатки и варежки,Рукава,,,30%,30%,30%
13929,АксессуарыАксессуары для мальчиковГоловные уборыКосынки,Аксессуары,Аксессуары для мальчиков,Головные уборы,Косынки,,,22%,22%,22%
13930,КанцтоварыБумажная продукцияБумага миллиметровая,Канцтовары,Бумажная продукция,Бумага миллиметровая,,,,20%,20%,20%
13931,ЗоотоварыДля рыб и рептилийАквариумы и аксессуары,Зоотовары,Для рыб и рептилий,Аквариумы и аксессуары,,,,12%,12%,12%
13932,ОдеждаОдежда для девочекКостюмы и пиджакиПиджаки и жакеты,Одежда,Одежда для девочек,Костюмы и пиджаки,Пиджаки и жакеты,,,25%,25%,25%
13934,Товары для домаТекстильШторы и карнизыЯпонские панели,Товары для дома,Текстиль,Шторы и карнизы,Японские панели,,,22%,22%,22%
13935,КнигиНехудожественная литератураНаучная литератураФизика,Книги,Нехудожественная литература,Научная литература,Физика,,,20%,20%,20%
13936,ЭлектроникаСмартфоны и телефоныАксессуары для смартфоновАксессуары для мобильной съемкиДержатели для фотооборудования,Электроника,Смартфоны и телефоны,Аксессуары для смартфонов,Аксессуары для мобильной съемки,Держатели для фотооборудования,,20%,20%,20%
13937,ЗоотоварыВетаптекаВоротники и лечебные ошейникиЛечебные ошейники,Зоотовары,Ветаптека,Воротники и лечебные ошейники,Лечебные ошейники,,,12%,12%,12%
13938,Красота и уходМакияжАксессуары для макияжаЗеркала косметические,Красота и уход,Макияж,Аксессуары для макияжа,Зеркала косметические,,,30%,30%,30%
13939,ЭлектроникаКомпьютерная техникаКомпьютерная периферия3G4G роутеры,Электроника,Компьютерная техника,Компьютерная периферия,3G,4G роутеры,,15%,15%,15%
13940,КнигиУчебная литература2 класс,Книги,Учебная литература,2 класс,,,,20%,20%,20%
13941,Красота и уходМаникюр и педикюрИнструменты для маникюраКусачки,Красота и уход,Маникюр и педикюр,Инструменты для маникюра,Кусачки,,,25%,25%,25%
13942,ЭлектроникаКомпьютерная техникаКомпьютерыМоноблоки,Электроника,Компьютерная техника,Компьютеры,Моноблоки,,,5%,5%,5%
13943,Строительство и ремонтВодоснабжение для дома и садаАвтоматика и комплектующие,Строительство и ремонт,Водоснабжение для дома и сада,Автоматика и комплектующие,,,,15%,15%,15%
13944,Строительство и ремонтЛакокрасочные материалыМалярные и отделочные инструментыТазы и ведра строительныеСтроительные емкости,Строительство и ремонт,Лакокрасочные материалы,Малярные и отделочные инструменты,Тазы и ведра строительные,Строительные емкости,,25%,25%,25%
13945,ЭлектроникаУмный дом и безопасностьБезопасность домаЭлектронные замки,Электроника,Умный дом и безопасность,Безопасность дома,Электронные замки,,,20%,20%,20%
13946,ОдеждаМужская одеждаПлавки и шорты для плаванияПлавки,Одежда,Мужская одежда,Плавки и шорты для плавания,Плавки,,,25%,25%,25%
13947,Бытовая техникаТехника для домаШвейные машины и аксессуарыАксессуары для швейных машинСумки и коврики,Бытовая техника,Техника для дома,Швейные машины и аксессуары,Аксессуары для швейных машин,Сумки и коврики,,30%,30%,30%
13948,"ЭлектроникаНоутбуки, планшеты и электронные книгиАксессуары для ноутбуковСумки и рюкзаки для ноутбуков",Электроника,"Ноутбуки, планшеты и электронные книги",Аксессуары для ноутбуков,Сумки и рюкзаки для ноутбуков,,,30%,30%,30%
13950,ОдеждаОдежда для мальчиковНижнее бельё и термобельёТермобельё,Одежда,Одежда для мальчиков,Нижнее бельё и термобельё,Термобельё,,,25%,25%,25%
13951,Красота и уходУход за лицомСредства для проблемной кожиМатирующие салфетки,Красота и уход,Уход за лицом,Средства для проблемной кожи,Матирующие салфетки,,,20%,20%,20%
13952,Красота и уходУход за волосамиСредства для укладкиПудры,Красота и уход,Уход за волосами,Средства для укладки,Пудры,,,20%,20%,20%
13953,КанцтоварыБумажная продукцияБлокноты и записные книжкиБлокноты,Канцтовары,Бумажная продукция,Блокноты и записные книжки,Блокноты,,,20%,20%,20%
13954,"Товары для домаХранение вещейКоробки, корзины, контейнеры",Товары для дома,Хранение вещей,"Коробки, корзины, контейнеры",,,,27%,27%,27%
13955,АксессуарыАксессуары для путешествийЧемоданы,Аксессуары,Аксессуары для путешествий,Чемоданы,,,,20%,20%,20%
13956,Товары для домаДекор и интерьерКартины и панно,Товары для дома,Декор и интерьер,Картины и панно,,,,27%,27%,27%
13957,КнигиБукинистикаНехудожественная литератураНаучная литература,Книги,Букинистика,Нехудожественная литература,Научная литература,,,20%,20%,20%
13958,Красота и уходЛичная гигиенаБумажная и ватная продукцияСалфетки,Красота и уход,Личная гигиена,Бумажная и ватная продукция,Салфетки,,,20%,20%,20%
13959,ЭлектроникаТелевизоры и видеотехникаПроекторы и аксессуарыПроекционные экраны,Электроника,Телевизоры и видеотехника,Проекторы и аксессуары,Проекционные экраны,,,20%,20%,20%
13960,АвтотоварыАксессуары и принадлежностиСувениры автомобильныеНаклейки и знаки,Автотовары,Аксессуары и принадлежности,Сувениры автомобильные,Наклейки и знаки,,,25%,25%,25%
13961,Товары для домаТовары для кухниСтоловые приборыНожи столовые,Товары для дома,Товары для кухни,Столовые приборы,Ножи столовые,,,22%,22%,22%
13962,ЭлектроникаТовары для геймеровИгровые приставкиАксессуары и запчасти для игровых приставокБеспроводные адаптеры,Электроника,Товары для геймеров,Игровые приставки,Аксессуары и запчасти для игровых приставок,Беспроводные адаптеры,,15%,15%,15%
13963,АксессуарыЖенские аксессуарыАксессуары для волосНаборы аксессуаров для волос,Аксессуары,Женские аксессуары,Аксессуары для волос,Наборы аксессуаров для волос,,,27%,27%,27%
13964,"Дача, сад и огородСадовая техникаКусторезыБензиновый кусторез","Дача, сад и огород",Садовая техника,Кусторезы,Бензиновый кусторез,,,10%,10%,10%
13965,ЗоотоварыДля грызуновКорма и лакомства для грызуновПодкормки,Зоотовары,Для грызунов,Корма и лакомства для грызунов,Подкормки,,,15%,15%,15%
13967,ЗоотоварыДля кошекКорма и лакомстваВлажные корма,Зоотовары,Для кошек,Корма и лакомства,Влажные корма,,,20%,20%,20%
13968,ОдеждаМужская одеждаСпецодеждаОдежда для поваров и официантов,Одежда,Мужская одежда,Спецодежда,Одежда для поваров и официантов,,,25%,25%,25%
13969,"Дача, сад и огородУборка снегаПротивогололедные реагенты","Дача, сад и огород",Уборка снега,Противогололедные реагенты,,,,22%,22%,22%
13970,"Дача, сад и огородПикник, барбекю, грильШампуры","Дача, сад и огород","Пикник, барбекю, гриль",Шампуры,,,,20%,20%,20%
13971,КнигиБукинистикаХудожественная литератураКлассическая проза,Книги,Букинистика,Художественная литература,Классическая проза,,,20%,20%,20%
13972,Строительство и ремонтИнструментыЭлектроинструментыПрочие электроинструментыОтбойный молоток,Строительство и ремонт,Инструменты,Электроинструменты,Прочие электроинструменты,Отбойный молоток,,15%,15%,15%
13973,"Товары для домаМебельШкафы, тумбы, комоды",Товары для дома,Мебель,"Шкафы, тумбы, комоды",,,,15%,15%,15%
13974,АвтотоварыАксессуары и принадлежностиТюнинг и внешний декорАвтомобильные очистители воздуха,Автотовары,Аксессуары и принадлежности,Тюнинг и внешний декор,Автомобильные очистители воздуха,,,25%,25%,25%
13975,ОдеждаЖенская одеждаБрюкиБриджи и капри,Одежда,Женская одежда,Брюки,Бриджи и капри,,,25%,25%,25%
13976,"ЭлектроникаНоутбуки, планшеты и электронные книгиАксессуары для ноутбуковЗапчасти для ноутбуков",Электроника,"Ноутбуки, планшеты и электронные книги",Аксессуары для ноутбуков,Запчасти для ноутбуков,,,30%,30%,30%
13977,АксессуарыМужские аксессуарыСумки и рюкзакиПортфели,Аксессуары,Мужские аксессуары,Сумки и рюкзаки,Портфели,,,25%,25%,25%
